shop_id,is_bad,open_months,avg_monthly_orders,order_volatility,interruption_count,avg_order_value,repurchase_rate,refund_rate,dispute_rate,positive_review_rate,gmv_yoy_growth,gmv_mom_volatility,sku_change_rate,revenue_trend_slope,customer_hhi,new_customer_ratio,customer_geo_entropy,avg_settlement_days,platform_penalty_count,abnormal_large_txn_ratio
SHOP001627,1,9.0,83.0,0.525,2,34.3,0.311,0.111,0.036,0.848,-0.392,0.366,0.186,-0.163,0.194,0.703,2.278,9.4,0,0.058
SHOP001628,1,21.0,57.0,0.572,1,63.8,0.346,0.173,0.039,0.901,0.322,0.278,-0.022,-0.776,0.061,0.444,2.139,3.9,1,0.055
SHOP001629,1,21.0,101.0,0.321,3,42.0,0.249,0.05,0.04,0.895,0.202,0.136,-0.122,-1.939,0.124,0.763,2.001,2.2,0,0.039
SHOP001630,0,10.0,88.0,0.209,1,105.2,0.321,0.055,0.022,0.936,-0.013,0.242,0.151,1.374,0.0,0.528,3.181,2.5,1,0.025
SHOP001631,0,19.0,149.0,0.457,0,102.0,0.236,0.051,0.035,0.932,0.004,0.192,-0.127,-0.252,0.144,0.517,1.869,2.7,0,0.029
SHOP001632,0,15.0,395.0,0.313,2,62.7,0.311,0.084,0.034,0.867,-0.178,0.202,-0.162,0.566,0.128,0.396,1.922,6.5,3,0.039
SHOP001633,0,21.0,88.0,0.265,1,84.8,0.19,0.134,0.028,0.925,-0.006,0.204,-0.006,-0.397,0.123,0.511,1.79,5.0,0,0.03
SHOP001634,0,14.0,209.0,0.69,2,47.6,0.211,0.106,0.027,0.913,-0.077,0.25,0.094,-0.166,0.163,0.224,0.884,7.0,0,0.04
SHOP001635,0,20.0,102.0,0.655,2,90.0,0.431,0.077,0.0,0.882,0.024,0.425,-0.071,0.755,0.346,0.395,1.817,5.1,0,0.104
SHOP001636,0,16.0,102.0,0.431,0,74.3,0.159,0.066,0.007,1.0,0.231,0.078,0.061,1.56,0.09,0.337,1.376,1.6,1,0.025
SHOP001637,0,16.0,50.0,0.402,3,58.0,0.396,0.033,0.014,0.867,0.005,0.255,-0.107,-1.307,0.003,0.566,1.963,4.2,1,0.009
SHOP001638,0,17.0,253.0,0.495,3,142.2,0.405,0.106,0.035,0.77,0.029,0.257,0.101,0.145,0.111,0.261,2.179,4.0,2,0.0
SHOP001639,0,26.0,158.0,0.353,0,50.8,0.223,0.084,0.026,0.842,-0.14,0.154,-0.067,1.677,0.225,0.407,1.827,3.5,0,0.055
SHOP001640,0,30.0,116.0,0.294,0,137.4,0.249,0.021,0.024,0.922,0.085,0.0,0.099,0.701,0.151,0.491,2.991,4.4,0,0.0
SHOP001641,0,31.0,134.0,0.612,1,172.2,0.504,0.094,0.027,0.857,0.199,0.153,0.08,-0.797,0.157,0.355,1.848,6.5,1,0.027
SHOP001642,0,5.0,416.0,0.438,0,101.4,0.299,0.081,0.027,0.948,0.233,0.151,0.058,2.436,0.152,0.405,2.033,2.2,0,0.015
SHOP001643,0,14.0,124.0,0.499,3,150.9,0.317,0.081,0.004,0.841,-0.212,0.267,-0.019,-0.078,0.156,0.421,2.073,2.6,0,0.043
SHOP001644,0,9.0,238.0,0.303,0,143.7,0.324,0.039,0.023,0.923,0.271,0.165,0.298,1.159,0.114,0.421,2.833,3.9,0,0.008
SHOP001645,0,15.0,93.0,0.522,1,77.9,0.167,0.069,0.044,0.858,0.056,0.26,-0.062,-0.673,0.19,0.275,2.641,8.3,2,0.041
SHOP001646,0,12.0,55.0,0.398,2,102.2,0.274,0.021,0.019,0.875,-0.048,0.258,-0.05,2.883,0.1,0.457,2.462,4.9,1,0.018
SHOP001647,1,13.0,125.0,0.483,3,66.2,0.283,0.068,0.014,0.91,-0.024,0.306,-0.073,1.491,0.154,0.464,1.709,1.1,1,0.062
SHOP001648,0,21.0,210.0,0.513,1,54.0,0.215,0.035,0.019,0.958,0.031,0.197,0.129,-0.452,0.154,0.411,2.238,8.8,1,0.022
SHOP001649,0,23.0,175.0,0.25,2,110.7,0.27,0.073,0.03,0.885,0.443,0.211,0.087,1.337,0.129,0.414,2.818,6.3,1,0.052
SHOP001650,0,24.0,19.0,0.641,2,107.5,0.386,0.088,0.033,0.859,0.18,0.123,-0.026,0.55,0.166,0.624,2.726,5.4,1,0.0
SHOP001651,1,13.0,257.0,0.279,1,78.6,0.217,0.145,0.059,0.754,0.118,0.223,0.059,-1.323,0.156,0.485,1.649,4.6,2,0.028
SHOP001652,0,26.0,40.0,0.394,5,91.7,0.207,0.083,0.039,0.788,0.127,0.106,-0.061,-0.537,0.2,0.222,1.987,4.5,2,0.01
SHOP001653,0,33.0,134.0,0.328,1,173.6,0.349,0.078,0.022,0.924,0.095,0.197,-0.035,-0.474,0.228,0.545,1.926,3.4,2,0.014
SHOP001654,0,16.0,250.0,0.267,0,78.2,0.112,0.057,0.016,0.85,-0.227,0.104,-0.118,-0.242,0.126,0.459,2.306,4.5,1,0.0
SHOP001655,0,13.0,296.0,0.385,0,98.4,0.35,0.033,0.008,0.931,-0.076,0.204,-0.028,1.381,0.054,0.368,2.697,4.6,0,0.039
SHOP001656,0,18.0,136.0,0.381,0,92.6,0.269,0.122,0.049,0.785,-0.01,0.222,0.016,-0.067,0.168,0.395,2.403,4.5,1,0.053
SHOP001657,0,13.0,78.0,0.139,0,110.6,0.462,0.057,0.0,0.959,0.143,0.289,-0.023,1.353,0.055,0.301,2.333,3.2,0,0.019
SHOP001658,0,12.0,153.0,0.227,4,36.9,0.172,0.111,0.028,0.723,0.296,0.248,0.041,-0.875,0.263,0.651,1.881,4.1,0,0.034
SHOP001659,0,16.0,162.0,0.337,1,178.7,0.155,0.052,0.029,0.781,-0.269,0.18,0.11,0.552,0.143,0.43,2.112,8.7,0,0.001
SHOP001660,0,8.0,47.0,0.247,2,133.5,0.035,0.102,0.034,0.777,-0.109,0.127,0.02,-0.775,0.274,0.399,1.217,8.6,0,0.024
SHOP001661,0,30.0,217.0,0.289,0,67.6,0.354,0.03,0.02,0.974,0.481,0.032,0.067,2.589,0.111,0.349,1.824,1.6,0,0.047
SHOP001662,0,10.0,117.0,0.447,1,83.0,0.238,0.111,0.036,0.841,-0.09,0.22,-0.032,1.075,0.175,0.35,2.279,3.4,0,0.035
SHOP001663,0,20.0,199.0,0.705,2,125.9,0.156,0.085,0.034,0.897,0.304,0.184,-0.115,0.442,0.106,0.288,2.703,3.8,0,0.044
SHOP001664,0,20.0,71.0,0.718,1,150.2,0.065,0.094,0.068,0.82,-0.143,0.189,-0.068,0.54,0.127,0.744,1.591,6.3,0,0.033
SHOP001665,0,29.0,307.0,0.452,1,86.0,0.348,0.039,0.005,0.958,0.359,0.155,0.175,0.809,0.09,0.424,1.734,5.9,1,0.033
SHOP001666,0,14.0,162.0,0.44,3,179.6,0.148,0.099,0.014,0.924,0.136,0.076,-0.029,-0.903,0.143,0.442,1.963,7.4,1,0.025
SHOP001667,0,12.0,103.0,0.408,4,10.0,0.25,0.07,0.042,0.9,-0.164,0.154,0.097,-0.203,0.118,0.721,1.693,4.6,0,0.02
SHOP001668,0,18.0,143.0,0.522,0,52.8,0.295,0.087,0.033,0.865,-0.205,0.1,0.154,-0.579,0.2,0.352,1.935,9.6,1,0.017
SHOP001669,0,17.0,298.0,0.504,0,46.1,0.446,0.046,0.021,0.933,0.05,0.15,0.079,-1.588,0.145,0.449,1.85,2.5,2,0.03
SHOP001670,0,25.0,182.0,0.427,0,92.5,0.333,0.045,0.01,0.881,-0.012,0.205,-0.019,-0.009,0.162,0.413,2.229,4.9,0,0.08
SHOP001671,0,37.0,1.0,0.369,0,51.5,0.296,0.055,0.018,0.994,-0.046,0.181,-0.033,1.314,0.087,0.513,2.374,4.7,1,0.02
SHOP001672,0,20.0,221.0,0.445,2,149.1,0.203,0.097,0.038,0.896,-0.069,0.104,0.03,0.959,0.089,0.419,2.124,5.3,2,0.034
SHOP001673,0,13.0,87.0,0.259,1,23.9,0.402,0.03,0.04,0.858,-0.021,0.241,0.027,-1.337,0.218,0.197,2.26,3.0,1,0.029
SHOP001674,0,27.0,112.0,0.318,2,51.8,0.111,0.055,0.016,0.951,-0.18,0.113,0.282,1.232,0.209,0.646,2.939,6.0,1,0.018
SHOP001675,0,26.0,73.0,0.283,2,111.0,0.362,0.067,0.025,0.866,0.184,0.165,-0.007,1.586,0.128,0.378,2.58,1.3,0,0.003
SHOP001676,1,15.0,129.0,0.23,4,93.4,0.312,0.044,0.014,0.755,-0.02,0.182,0.027,-0.138,0.134,0.454,2.302,3.6,0,0.043
SHOP001677,1,23.0,113.0,0.231,1,52.5,0.291,0.084,0.039,0.918,-0.0,0.168,-0.364,0.284,0.063,0.202,1.353,3.6,1,0.044
SHOP001678,0,26.0,244.0,0.342,1,48.9,0.273,0.062,0.036,0.915,-0.166,0.141,-0.122,-1.495,0.157,0.283,1.876,6.4,1,0.029
SHOP001679,0,23.0,219.0,0.342,2,82.7,0.319,0.024,0.009,0.823,-0.048,0.172,-0.049,0.107,0.181,0.567,2.305,4.0,1,0.019
SHOP001680,0,42.0,282.0,0.333,0,104.3,0.417,0.013,0.021,0.988,0.113,0.091,0.165,1.704,0.179,0.405,1.799,3.6,0,0.018
SHOP001681,0,22.0,279.0,0.331,2,103.2,0.298,0.088,0.015,0.868,0.033,0.223,0.049,-0.514,0.146,0.324,2.341,5.6,1,0.018
SHOP001682,0,19.0,142.0,0.457,0,69.0,0.217,0.024,0.022,0.905,0.141,0.362,-0.214,0.33,0.113,0.475,2.346,5.5,1,0.024
SHOP001683,0,1.0,200.0,0.68,0,77.5,0.356,0.067,0.034,0.837,-0.259,0.273,0.262,-0.44,0.198,0.624,1.683,1.6,0,0.061
SHOP001684,0,23.0,168.0,0.403,0,45.1,0.257,0.025,0.0,0.899,-0.063,0.123,0.07,1.387,0.093,0.338,2.096,1.0,1,0.036
SHOP001685,0,13.0,45.0,0.487,3,85.1,0.21,0.111,0.048,0.89,-0.084,0.27,0.007,-0.842,0.163,0.274,2.131,4.5,0,0.088
SHOP001686,1,9.0,59.0,0.245,1,106.6,0.31,0.047,0.02,0.875,0.061,0.286,0.201,-0.605,0.139,0.442,2.16,8.5,0,0.0
SHOP001687,0,22.0,132.0,0.422,3,50.2,0.245,0.117,0.054,0.802,0.05,0.274,0.014,1.457,0.196,0.543,2.876,5.2,1,0.028
SHOP001688,1,15.0,161.0,0.53,2,109.3,0.206,0.081,0.046,0.916,-0.224,0.173,-0.071,-2.249,0.2,0.359,1.617,4.3,2,0.022
SHOP001689,0,12.0,96.0,0.345,2,58.6,0.235,0.079,0.065,0.777,-0.145,0.373,-0.109,-1.491,0.21,0.486,1.312,3.7,1,0.008
SHOP001690,0,21.0,215.0,0.604,1,106.8,0.249,0.037,0.035,0.913,-0.077,0.156,0.114,-0.69,0.106,0.458,1.778,2.3,0,0.044
SHOP001691,0,37.0,198.0,0.374,1,62.1,0.23,0.022,0.024,0.909,0.158,0.19,0.058,2.182,0.155,0.585,2.289,3.6,0,0.027
SHOP001692,0,23.0,83.0,0.126,0,79.1,0.366,0.0,0.0,0.937,0.277,0.17,-0.096,-0.683,0.114,0.521,2.292,0.9,0,0.024
SHOP001693,0,21.0,271.0,0.394,1,81.1,0.17,0.071,0.021,0.901,0.119,0.167,0.13,-0.189,0.116,0.433,1.667,4.1,0,0.043
SHOP001694,0,23.0,338.0,0.222,0,124.0,0.399,0.029,0.023,0.922,0.159,0.145,0.154,1.359,0.079,0.068,2.292,1.8,1,0.013
SHOP001695,0,27.0,269.0,0.726,2,76.4,0.416,0.137,0.031,0.846,-0.013,0.332,0.085,1.403,0.197,0.496,1.599,3.0,0,0.05
SHOP001696,0,16.0,194.0,0.169,1,152.2,0.316,0.11,0.022,0.911,0.199,0.163,0.052,-0.255,0.093,0.39,2.509,6.2,0,0.046
SHOP001697,1,25.0,66.0,0.507,0,54.1,0.141,0.189,0.013,0.911,-0.19,0.455,0.039,-0.321,0.208,0.486,1.392,6.8,1,0.047
SHOP001698,0,18.0,104.0,0.202,0,149.9,0.44,0.029,0.008,0.922,0.293,0.192,0.016,0.557,0.172,0.182,2.629,6.4,1,0.0
SHOP001699,0,11.0,121.0,0.302,2,126.3,0.225,0.085,0.031,0.936,-0.052,0.233,0.039,0.33,0.099,0.319,1.949,6.0,1,0.036
SHOP001700,0,18.0,87.0,0.326,3,73.0,0.276,0.048,0.016,0.916,0.26,0.138,0.089,3.919,0.102,0.437,2.008,1.8,0,0.017
SHOP001701,0,23.0,119.0,0.245,1,66.0,0.265,0.063,0.035,0.863,-0.105,0.11,-0.213,0.691,0.205,0.497,2.474,4.4,2,0.033
SHOP001702,0,21.0,113.0,0.441,0,56.3,0.255,0.055,0.024,0.829,0.132,0.196,0.311,-2.865,0.204,0.381,1.555,4.9,0,0.032
SHOP001703,0,14.0,162.0,0.364,1,31.9,0.341,0.003,0.03,0.914,0.234,0.19,0.221,0.217,0.108,0.405,1.994,3.1,1,0.026
SHOP001704,0,16.0,43.0,0.514,2,34.5,0.333,0.069,0.028,0.807,0.128,0.209,-0.031,-1.677,0.091,0.47,1.452,4.8,0,0.041
SHOP001705,1,30.0,117.0,0.636,2,67.0,0.29,0.015,0.029,0.806,-0.306,0.232,0.141,-1.587,0.134,0.244,1.339,4.0,1,0.084
SHOP001706,0,23.0,31.0,0.272,1,68.6,0.07,0.029,0.019,0.948,0.171,0.12,0.167,0.904,0.183,0.595,2.625,4.3,0,0.024
SHOP001707,0,24.0,151.0,0.342,2,87.8,0.263,0.067,0.017,0.939,-0.257,0.299,-0.017,-0.671,0.164,0.467,2.75,3.0,0,0.029
SHOP001708,1,18.0,418.0,0.503,0,61.9,0.281,0.073,0.005,0.936,-0.013,0.207,-0.018,-2.072,0.117,0.593,2.666,9.8,2,0.094
SHOP001709,0,33.0,36.0,0.594,0,106.8,0.341,0.095,0.046,0.897,0.185,0.205,0.091,0.742,0.129,0.555,0.902,4.8,1,0.004
SHOP001710,1,16.0,68.0,0.139,0,71.8,0.285,0.09,0.012,0.966,-0.039,0.182,0.078,0.035,0.163,0.386,1.993,3.1,1,0.02
SHOP001711,0,23.0,166.0,0.402,0,146.1,0.498,0.006,0.022,0.867,0.058,0.175,0.157,-0.406,0.032,0.311,2.833,6.8,0,0.004
SHOP001712,0,15.0,158.0,0.384,0,48.0,0.327,0.061,0.03,0.897,0.161,0.127,0.112,-0.344,0.303,0.52,2.004,7.9,2,0.068
SHOP001713,1,28.0,163.0,0.405,1,174.9,0.191,0.11,0.035,0.849,-0.143,0.131,0.033,1.505,0.203,0.485,1.712,10.9,1,0.055
SHOP001714,0,11.0,167.0,0.377,2,53.2,0.204,0.025,0.009,0.858,0.065,0.084,-0.041,0.503,0.041,0.307,2.232,5.2,0,0.045
SHOP001715,0,14.0,247.0,0.592,1,83.2,0.298,0.088,0.034,0.947,0.064,0.2,-0.048,-0.567,0.093,0.611,1.6,3.9,0,0.06
SHOP001716,0,22.0,208.0,0.033,0,111.2,0.272,0.068,0.035,0.802,0.053,0.254,0.078,0.975,0.173,0.296,2.852,6.1,1,0.041
SHOP001717,0,26.0,289.0,0.437,1,112.1,0.412,0.03,0.005,0.839,0.207,0.154,0.156,2.552,0.083,0.368,2.539,9.3,0,0.022
SHOP001718,1,12.0,125.0,0.386,2,22.4,0.315,0.047,0.021,0.964,-0.07,0.234,-0.051,-1.609,0.091,0.362,1.514,5.9,1,0.038
SHOP001719,0,35.0,335.0,0.212,1,191.9,0.36,0.07,0.037,0.804,0.3,0.083,-0.174,1.557,0.169,0.652,2.235,4.6,1,0.019
SHOP001720,0,10.0,27.0,0.583,1,50.5,0.099,0.105,0.047,0.873,-0.081,0.355,-0.131,0.029,0.102,0.477,2.159,4.5,2,0.037
SHOP001721,0,9.0,178.0,0.384,1,59.5,0.179,0.055,0.007,0.889,0.243,0.126,0.016,2.515,0.108,0.155,2.58,2.3,1,0.027
SHOP001722,1,5.0,201.0,0.355,1,139.7,0.419,0.045,0.001,0.917,0.005,0.201,0.029,0.855,0.104,0.384,2.43,4.5,2,0.0
SHOP001723,1,18.0,89.0,0.485,1,103.2,0.105,0.106,0.013,0.757,-0.084,0.391,0.079,0.458,0.141,0.529,1.828,4.2,1,0.029
SHOP001724,0,12.0,90.0,0.719,3,84.7,0.0,0.004,0.04,0.846,-0.368,0.391,-0.097,-1.107,0.187,0.705,1.205,6.9,0,0.097
SHOP001725,0,22.0,130.0,0.347,1,98.7,0.214,0.081,0.0,0.917,0.081,0.097,0.132,1.668,0.188,0.354,2.673,4.6,1,0.025
SHOP001726,0,22.0,326.0,0.489,2,80.5,0.228,0.057,0.009,0.962,0.305,0.287,0.021,1.607,0.118,0.383,2.046,6.6,0,0.016
SHOP001727,0,21.0,68.0,0.407,2,160.0,0.253,0.02,0.015,0.898,0.119,0.292,0.031,0.09,0.172,0.26,1.897,7.9,0,0.028
SHOP001728,0,12.0,165.0,0.33,1,111.8,0.124,0.091,0.021,0.873,-0.031,0.15,0.0,1.845,0.147,0.401,2.074,9.0,0,0.052
SHOP001729,0,16.0,112.0,0.444,2,41.1,0.191,0.071,0.04,0.86,0.015,0.298,-0.028,1.162,0.132,0.449,2.016,3.0,0,0.079
SHOP001730,0,20.0,221.0,0.304,0,128.1,0.109,0.066,0.018,0.892,-0.318,0.181,-0.146,0.376,0.1,0.502,2.209,7.2,1,0.024
SHOP001731,0,15.0,208.0,0.279,1,78.7,0.361,0.071,0.017,0.868,-0.167,0.129,0.042,0.438,0.096,0.571,2.534,5.3,0,0.016
SHOP001732,0,17.0,175.0,0.43,2,123.2,0.213,0.068,0.03,0.71,-0.064,0.161,0.093,-0.276,0.164,0.51,2.42,6.5,2,0.027
SHOP001733,0,31.0,20.0,0.24,0,95.0,0.298,0.021,0.021,0.969,0.065,0.164,0.124,-0.32,0.144,0.426,2.722,2.9,0,0.01
SHOP001734,0,28.0,50.0,0.179,1,124.0,0.344,0.064,0.029,0.917,-0.159,0.226,0.171,1.597,0.197,0.278,2.406,7.5,2,0.026
SHOP001735,0,3.0,67.0,0.651,2,68.8,0.311,0.065,0.05,0.883,0.205,0.183,-0.001,2.049,0.141,0.834,0.935,9.9,1,0.056
SHOP001736,0,22.0,219.0,0.374,1,48.7,0.364,0.059,0.01,0.928,0.019,0.078,0.131,1.014,0.191,0.451,2.496,3.3,0,0.006
SHOP001737,0,26.0,196.0,0.356,0,74.8,0.389,0.039,0.034,0.957,0.241,0.253,-0.008,-0.239,0.125,0.443,2.696,6.1,0,0.038
SHOP001738,0,17.0,160.0,0.315,0,51.6,0.289,0.082,0.013,0.922,0.186,0.085,0.239,1.681,0.056,0.479,2.204,4.7,1,0.018
SHOP001739,0,6.0,93.0,0.627,3,81.2,0.306,0.028,0.013,0.95,0.045,0.186,-0.098,-0.792,0.186,0.624,2.31,1.9,1,0.035
SHOP001740,0,37.0,156.0,0.487,3,172.5,0.306,0.037,0.032,0.878,-0.046,0.079,-0.204,-0.153,0.147,0.358,2.523,3.5,2,0.032
SHOP001741,1,21.0,51.0,0.287,2,64.5,0.259,0.056,0.031,1.0,0.072,0.258,0.106,0.425,0.222,0.637,1.713,3.1,0,0.048
SHOP001742,1,22.0,168.0,0.546,2,38.5,0.222,0.062,0.012,0.818,-0.047,0.156,0.046,0.471,0.209,0.637,2.006,2.0,1,0.045
SHOP001743,0,31.0,188.0,0.319,0,94.0,0.365,0.052,0.01,0.957,0.429,0.118,-0.023,0.911,0.214,0.395,2.233,2.2,0,0.033
SHOP001744,0,10.0,72.0,0.36,0,37.4,0.235,0.132,0.017,0.861,-0.247,0.278,-0.101,0.542,0.265,0.491,1.878,9.1,1,0.048
SHOP001745,0,21.0,107.0,0.15,0,151.0,0.394,0.04,0.022,0.901,-0.082,0.137,0.065,0.25,0.069,0.378,2.26,5.1,0,0.003
SHOP001746,0,30.0,138.0,0.078,1,48.6,0.304,0.076,0.022,0.978,0.031,0.103,0.192,0.6,0.143,0.434,2.929,4.6,0,0.049
SHOP001747,0,13.0,138.0,0.216,2,51.5,0.173,0.063,0.029,0.808,-0.111,0.276,-0.205,0.14,0.246,0.623,2.198,6.6,2,0.022
SHOP001748,0,17.0,147.0,0.365,1,73.8,0.345,0.07,0.004,0.873,-0.03,0.181,0.118,-0.891,0.189,0.4,2.267,6.0,1,0.019
SHOP001749,1,14.0,79.0,0.287,0,126.5,0.205,0.122,0.018,0.825,-0.018,0.217,0.292,-1.071,0.25,0.236,1.969,4.5,1,0.057
SHOP001750,0,21.0,379.0,0.477,2,107.1,0.389,0.098,0.024,0.93,0.109,0.162,-0.024,-0.566,0.036,0.311,2.258,6.7,1,0.033
SHOP001751,0,16.0,178.0,0.487,0,169.6,0.16,0.078,0.022,0.973,0.29,0.195,-0.023,-1.435,0.127,0.501,2.378,5.2,0,0.049
SHOP001752,0,24.0,199.0,0.387,1,92.8,0.34,0.056,0.027,0.968,-0.0,0.168,0.06,2.309,0.098,0.499,2.425,3.8,1,0.028
SHOP001753,0,31.0,154.0,0.373,1,107.9,0.385,0.108,0.031,0.983,0.346,0.228,0.014,1.833,0.238,0.389,1.662,7.1,1,0.053
SHOP001754,0,9.0,187.0,0.459,0,98.1,0.165,0.114,0.035,0.924,-0.103,0.213,-0.145,-0.413,0.298,0.642,1.97,5.4,0,0.06
SHOP001755,0,18.0,81.0,0.213,1,233.8,0.281,0.051,0.069,0.94,0.182,0.238,0.15,-0.111,0.151,0.484,1.93,4.9,1,0.049
SHOP001756,1,11.0,79.0,0.19,0,50.1,0.104,0.078,0.044,0.915,0.05,0.227,-0.3,0.092,0.339,0.684,2.142,4.9,1,0.055
SHOP001757,1,18.0,106.0,0.328,3,91.9,0.222,0.029,0.029,0.832,-0.212,0.118,-0.004,-0.849,0.253,0.686,0.478,1.6,1,0.057
SHOP001758,0,21.0,97.0,0.234,2,56.3,0.228,0.065,0.032,0.892,-0.103,0.194,0.183,0.305,0.067,0.429,2.437,3.7,0,0.056
SHOP001759,0,25.0,288.0,0.466,4,132.1,0.201,0.003,0.023,0.847,0.152,0.206,-0.082,-0.189,0.176,0.638,2.263,1.9,1,0.04
SHOP001760,0,26.0,388.0,0.308,1,65.7,0.385,0.046,0.026,0.923,0.265,0.147,0.129,1.945,0.243,0.617,2.604,4.9,0,0.034
SHOP001761,0,12.0,169.0,0.131,1,84.9,0.192,0.061,0.027,0.953,0.288,0.099,0.289,1.11,0.147,0.579,2.268,3.3,0,0.031
SHOP001762,0,25.0,84.0,0.386,1,88.6,0.259,0.048,0.015,0.999,-0.013,0.169,0.115,0.13,0.016,0.416,3.036,5.4,1,0.022
SHOP001763,0,15.0,285.0,0.435,0,77.0,0.281,0.072,0.037,0.839,0.003,0.085,-0.08,0.906,0.158,0.353,1.794,3.8,0,0.012
SHOP001764,0,8.0,147.0,0.392,1,41.6,0.167,0.049,0.01,0.915,0.186,0.018,0.216,1.314,0.201,0.315,1.731,5.0,0,0.041
SHOP001765,0,27.0,206.0,0.17,0,123.1,0.376,0.095,0.038,0.875,-0.085,0.233,0.029,0.493,0.12,0.117,1.395,3.9,0,0.062
SHOP001766,0,35.0,3.0,0.444,1,151.2,0.331,0.076,0.011,0.873,0.045,0.238,0.009,2.009,0.067,0.228,2.585,2.6,0,0.023
SHOP001767,0,16.0,336.0,0.457,0,47.9,0.199,0.097,0.026,0.873,-0.097,0.467,-0.047,-0.862,0.093,0.44,2.484,6.6,0,0.025
SHOP001768,0,19.0,85.0,0.331,0,75.7,0.437,0.044,0.021,0.894,0.236,0.186,0.043,1.998,0.181,0.358,2.174,4.3,0,0.032
SHOP001769,1,16.0,93.0,0.531,4,106.2,0.261,0.126,0.041,0.752,-0.123,0.193,0.111,-1.311,0.371,0.657,1.136,7.1,2,0.034
SHOP001770,0,21.0,80.0,0.356,0,110.2,0.261,0.044,0.023,0.842,0.053,0.205,0.068,2.296,0.106,0.479,3.263,5.8,2,0.025
SHOP001771,0,24.0,36.0,0.395,1,91.3,0.386,0.068,0.007,0.882,-0.074,0.163,0.043,0.039,0.133,0.343,2.368,4.8,0,0.021
SHOP001772,0,11.0,12.0,0.184,2,92.8,0.41,0.03,0.017,0.909,0.123,0.028,0.057,1.412,0.059,0.418,3.147,3.1,1,0.009
SHOP001773,1,3.0,105.0,0.332,1,47.5,0.303,0.042,0.029,0.898,0.03,0.15,-0.111,-1.293,0.185,0.302,2.001,4.8,2,0.079
SHOP001774,0,12.0,154.0,0.622,4,68.9,0.089,0.132,0.016,1.0,-0.076,0.119,-0.271,-0.103,0.246,0.477,2.268,4.1,1,0.056
SHOP001775,0,17.0,226.0,0.426,2,57.9,0.405,0.048,0.045,0.803,-0.088,0.257,-0.028,0.457,0.153,0.073,2.32,2.4,2,0.017
SHOP001776,0,22.0,141.0,0.225,0,120.9,0.379,0.055,0.011,0.888,0.269,0.167,0.123,-0.222,0.047,0.415,1.811,3.5,0,0.032
SHOP001777,0,24.0,51.0,0.488,2,128.2,0.366,0.05,0.014,0.84,0.29,0.131,0.006,-1.389,0.134,0.367,1.879,4.9,0,0.052
SHOP001778,0,25.0,135.0,0.272,1,28.0,0.203,0.035,0.013,0.934,0.16,0.193,0.109,-0.511,0.085,0.437,2.088,4.4,0,0.006
SHOP001779,1,12.0,144.0,0.515,0,65.7,0.377,0.11,0.063,0.91,-0.182,0.226,-0.172,-0.393,0.217,0.348,1.664,6.3,1,0.015
SHOP001780,1,23.0,67.0,0.351,1,98.0,0.158,0.111,0.037,0.912,-0.414,0.169,-0.155,-2.573,0.173,0.687,1.967,3.6,1,0.062
SHOP001781,1,20.0,272.0,0.544,1,80.5,0.419,0.03,0.023,0.906,-0.18,0.289,0.024,1.401,0.14,0.552,2.117,4.3,0,0.011
SHOP001782,0,13.0,290.0,0.283,0,56.1,0.423,0.03,0.01,0.986,0.623,0.165,0.084,1.19,0.116,0.248,2.708,1.7,0,0.026
SHOP001783,0,23.0,328.0,0.205,0,79.8,0.093,0.053,0.03,0.985,0.351,0.201,0.126,1.169,0.178,0.386,2.074,4.3,0,0.047
SHOP001784,1,27.0,76.0,0.293,1,20.7,0.238,0.085,0.049,0.851,0.004,0.323,-0.128,-1.624,0.232,0.515,3.155,7.7,1,0.05
SHOP001785,1,26.0,85.0,0.67,1,127.2,0.305,0.067,0.035,0.653,-0.026,0.19,0.022,-1.498,0.133,0.423,2.356,7.5,1,0.025
SHOP001786,1,15.0,238.0,0.434,2,100.3,0.318,0.081,0.039,0.803,0.177,0.101,0.007,-1.486,0.197,0.626,1.26,5.3,1,0.017
SHOP001787,0,13.0,122.0,0.199,1,80.7,0.491,0.017,0.024,0.889,0.328,0.133,-0.016,1.157,0.206,0.573,2.839,4.2,0,0.029
SHOP001788,0,27.0,92.0,0.585,1,169.7,0.254,0.096,0.032,0.885,-0.123,0.251,0.122,-1.346,0.16,0.522,1.881,4.0,0,0.067
SHOP001789,0,24.0,107.0,0.34,0,105.9,0.237,0.119,0.013,0.882,-0.271,0.206,0.049,-0.651,0.132,0.455,1.195,10.4,0,0.029
SHOP001790,0,24.0,313.0,0.286,1,126.8,0.37,0.067,0.008,0.844,0.173,0.086,0.153,1.411,0.071,0.294,2.417,3.2,0,0.032
SHOP001791,0,11.0,122.0,0.185,0,133.3,0.308,0.045,0.028,0.87,0.105,0.152,-0.006,1.186,0.145,0.301,2.284,4.9,1,0.021
SHOP001792,1,15.0,246.0,0.399,1,55.0,0.186,0.133,0.04,0.995,0.088,0.191,-0.178,-1.844,0.235,0.405,2.015,7.1,1,0.049
SHOP001793,0,25.0,114.0,0.378,1,47.3,0.408,0.043,0.022,0.911,-0.003,0.209,0.075,0.538,0.166,0.56,1.87,3.8,0,0.042
SHOP001794,0,33.0,122.0,0.462,1,63.8,0.455,0.048,0.032,0.962,0.259,0.161,0.126,3.133,0.056,0.354,3.056,4.7,0,0.01
